"pair","type","cosine_similarity","prompt_similarity"
"fragment-angry","unrelated",0.229411889647537,0
"sheriff-planning","unrelated",0.169034644177975,0.112
"anger-rage","related",0.555087682074203,0.9
"valve-organize","unrelated",0.220010436147379,0
"back-minister","unrelated",0.233856385346029,0.112
"nanny-maid","related",0.486481121848022,0.742
"bread-cheese","related",0.436453545951591,0.8
"kilometer-meter","related",0.431294918053631,0.98
"hormone-adrenaline","related",0.443301287075062,0.877
"skin-buyer","unrelated",0.259559210748557,0.05
"flu-disease","related",0.368424426375844,0.9
"bowl-effect","unrelated",0.275691361548275,0.1
"darkness-eat","unrelated",0.220802050618082,0
"trust-lover","unrelated",0.466145384215802,0.25
"stadium-break","unrelated",0.225024487948735,0.15
"what-that","related",0.651601285302096,0
"tour-concert","related",0.491604439724951,0.721
"terrible-leader","unrelated",0.183032576869024,0.175
"tour-creature","unrelated",0.330983167404334,0.05
"pension-confirm","unrelated",0.272659695115188,0.1
"insert-put","related",0.570721240429652,0.2
"error-mistake","related",0.545919759236362,0.9
"compassionate-draw","unrelated",0.200006790640122,0
"strength-force","related",0.53635611027232,0.75
"profile-description","related",0.608015845383543,0.754
"art-literature","related",0.378459391147352,0.817
"sum-highway","unrelated",0.230867770972421,0
"volunteer-sport","unrelated",0.276392111064853,0.215
"moon-system","unrelated",0.257209758893153,0.15
"help-assist","related",0.64076822503972,0.9
"sweet-income","unrelated",0.324541055731309,0.1
"grave-cemetery","related",0.495671053772044,0.846
"rusty-dusty","related",0.575446966673822,0.667
"round-around","related",0.73080501134957,0.1
"calendar-schedule","related",0.691967315460705,0.9
"hill-reactor","unrelated",0.213433127812956,0.045
"dog-closure","unrelated",0.235223923792773,0
"silk-cotton","related",0.531991191460958,0.75
"shadow-study","unrelated",0.293161031768768,0.112
"operate-street","unrelated",0.267226044351138,0.112
"choice-option","related",0.78895461973992,0.877
"freely-free","related",0.579809358094896,0.75
"jeep-knowledge","unrelated",0.248074706474202,0.112
"inspector-gun","unrelated",0.266263602720487,0.135
"food-meal","related",0.500255472811491,0.85
"resignation-dismissal","related",0.496326166707411,0.87
"killer-murderer","related",0.507438324112697,1
"practice-wish","unrelated",0.315976908473849,0.156
"society-community","related",0.43595656694214,0.835
"search-find","related",0.730134044503761,0.8
"ping-ding","related",0.593087337116848,0.1
"focus-concentrate","related",0.50566250882367,0.75
"gambling-december","unrelated",0.243999186240501,0.1
"shield-unfair","unrelated",0.270137367886204,0
"occasionally-rarely","related",0.687166225226735,0.75
"today-practically","unrelated",0.348905091098383,0
"autopsy-analysis","related",0.422041673704516,0.645
"code-shoot","unrelated",0.319025599800339,0.125
"platform-irresponsible","unrelated",0.179400790654588,0
"natural-artificial","related",0.48196663086815,0.35
"monster-creature","related",0.660421960459674,0.85
"attention-autumn","unrelated",0.228775763201951,0.112
"occur-happen","related",0.717192849718053,0.9
"invasion-frighten","unrelated",0.245404166280983,0.203
"sexual-physical","related",0.431230479526324,0.212
"rusty-upper","unrelated",0.249885570898916,0
"sin-crime","related",0.321989740384111,0.877
"collect-gather","related",0.853197465617905,0.837
"youth-artery","unrelated",0.2369479071113,0.1
"terminal-give","unrelated",0.31040436865636,0
"evil-cruelty","related",0.405163524908749,0.8
"body-corpse","related",0.506539486110687,0.8
"fresh-save","unrelated",0.366108515753374,0.213
"porn-friend","unrelated",0.336405852601284,0.15
"box-bag","related",0.510281967342546,0.756
"south-north","related",0.711658558860175,0.9
"sky-heavenly","related",0.360358271599717,0.654
"dvd-video","related",0.407778783572173,0.8
"dose-document","unrelated",0.284200005862626,0.102
"ambulance-helicopter","related",0.463567574844408,0.5
"nude-defeat","unrelated",0.187994538684169,0
"instinct-intuition","related",0.66538984349025,0.8
"kidnapper-snow","unrelated",0.16405897688812,0
"pound-idiot","unrelated",0.256404676483951,0.103
"alive-centimeter","unrelated",0.134826908428976,0
"factory-morning","unrelated",0.267832035676168,0.112
"ass-butt","related",0.484015942187906,0.85
"portal-voluntarily","unrelated",0.303222821562449,0
"naïve-stupid","related",0.384056719554286,0.578
"charity-minute","unrelated",0.176255412922614,0.112
"crew-ship","related",0.462815549212077,0.875
"company-corporation","related",0.655356492595275,0.9
"baron-countess","related",0.470690520641468,0.8
"risky-urine","unrelated",0.249657411043307,0.112
"symptom-village","unrelated",0.229108159583659,0
"rodeo-improvement","unrelated",0.181225893638275,0.05
"policy-hamburger","unrelated",0.161588021480568,0.05
"curse-cargo","unrelated",0.29501963061095,0
"minimum-maximum","related",0.609964716968257,0.85
"support-assistance","related",0.555772413352447,0.85
"stamp-signature","related",0.615027719271348,0.745
"liquid-fluid","related",0.76525149837402,1
"reception-cute","unrelated",0.231765325935531,0
"cow-literature","unrelated",0.147933960144418,0
"analyst-activate","unrelated",0.29083797752917,0.112
"piano-guitar","related",0.595406139934536,0.875
"tool-instrument","related",0.674292621191302,0.9
"second-minute","related",0.62362719338573,0.754
"word-vision","unrelated",0.439241292797056,0.117
"locked-artillery","unrelated",0.209007914301171,0
"already-tomato","unrelated",0.218272548277193,0
"lamp-vote","unrelated",0.245674314477785,0.05
"june-july","related",0.744452716293968,0.8
"charm-beauty","related",0.502539220225149,0.756
"tough-nausea","unrelated",0.226967612242562,0.112
"trick-indicate","unrelated",0.313969689502089,0
"confirmation-confirm","related",0.864905462202718,0.5
"current-hallucination","unrelated",0.175422931698843,0.05
"stomach-poker","unrelated",0.270734364494275,0.1
"rain-snow","related",0.538067032120879,0.867
"fire-flame","related",0.595654709977013,0.9
"queen-king","related",0.590601528881116,0.9
"divorce-marriage","related",0.620363985175437,0.9
"diamond-strange","unrelated",0.225945453822211,0
"witness-disappointment","unrelated",0.209273866804107,0.045
"silent-silence","related",0.67005570173188,0.9
"management-administrative","related",0.504865537387955,0.738
"hand-joke","unrelated",0.304906061125299,0.1
"fire-understand","unrelated",0.15415807552951,0
"plan-friendly","unrelated",0.208967974768942,0
"conspiracy-bad","unrelated",0.234435759607368,0.1
"plan-strategy","related",0.697095780812326,0.867
"area-child","unrelated",0.278753340247988,0.112
"conference-attacker","unrelated",0.197696941943364,0.05
"drive-shoe","unrelated",0.315222209177889,0.112
"gossip-scandal","related",0.58912541869863,0.758
"injustice-smell","unrelated",0.18914525940971,0
"internet-web","related",0.721837976009116,0.875
"end-finish","related",0.750493180803796,0.9
"old-young","related",0.566605455532302,0.2
"theft-robbery","related",0.700055655009594,0.9
"dry-unable","unrelated",0.270389355320666,0
"cavalry-artillery","related",0.437937155067665,0.754
"pleasure-joy","related",0.560897631235805,0.85
"train-bus","related",0.45760943670792,0.833
"majesty-thumb","unrelated",0.254720131116489,0.05
"hire-finish","unrelated",0.295681782343225,0.125
"supernatural-paranormal","related",0.716133173207355,0.85
"boys-monitor","unrelated",0.231244272292269,0.112
"run-festival","unrelated",0.286509772010986,0.234
"empty-full","related",0.542904554538116,0
"radar-satellite","related",0.481682467892955,0.8
"bribe-blackmail","related",0.585451476521008,0.812
"route-path","related",0.635170254448701,0.825
"palace-video","unrelated",0.194084624586884,0.112
"caliber-motel","unrelated",0.153408438462962,0.1
"sergeant-obviously","unrelated",0.207575048552687,0
"general-maximum","unrelated",0.332159407108951,0.223
"gossip-prisoner","unrelated",0.277730902370067,0.112
"class-radiation","unrelated",0.232950626189607,0.1
"orphanage-convent","related",0.440770330634008,0.233
"bribe-girls","unrelated",0.173717489290394,0
"governor-senator","related",0.524370149845939,0.75
"modern-traditional","related",0.519065500948844,0.234
"similar-son","unrelated",0.406792966264964,0
"cloud-money","unrelated",0.280231449331492,0.045
"waiter-waitress","related",0.887357158714569,1
"night-evening","related",0.596155621999753,0.85
"choice-write","unrelated",0.395763740474817,0.1
"insult-inside","unrelated",0.284405562712011,0.045
"camera-build","unrelated",0.262466328426134,0.112
"voice-accent","related",0.459604040741823,0.746
"desire-holiday","unrelated",0.202973958764443,0.345
"stress-depression","related",0.441033528529205,0.754
"loyalty-newspaper","unrelated",0.182410503331702,0.1
"glorious-glory","related",0.729224441184231,0.8
"ninja-samurai","related",0.577529374380232,0.8
"career-reputation","related",0.358987456424843,0.597
"chip-device","related",0.421154011612079,0.758
"reason-cause","related",0.678879978357748,0.9
"warning-message","related",0.491840833025276,0.645
"crown-weekly","unrelated",0.186417383387694,0.112
"dog-cat","related",0.602590062721771,0.887
"maybe-powerless","unrelated",0.172545082377315,0
"worm-wedding","unrelated",0.272168360065809,0.05
"research-murderer","unrelated",0.164358316348232,0.1
"roman-greek","related",0.388953081488195,0.8
"here-ding","unrelated",0.331101286243395,0
"window-door","related",0.515123247003332,0.8
"valuable-important","related",0.482257848371573,0.823
"wound-tragic","unrelated",0.322697405138252,0.15
"load-solar","unrelated",0.236652810244141,0.215
"firm-hose","unrelated",0.28506104910866,0.1
"rocket-missile","related",0.463452463877518,0.839
"out-about","related",0.61437439295613,0
"nest-egg","related",0.487359956353115,0.875
"aspirin-morphine","related",0.378268667476092,0.85
"responsibility-syndrome","unrelated",0.19757962217687,0.2
"majority-camping","unrelated",0.118309131031651,0.1
"construction-build","related",0.721873514995822,0.75
"opinion-attitude","related",0.487103396475201,0.751
"rain-federation","unrelated",0.201882302695671,0.01
"stick-meet","unrelated",0.297106803207753,0.125
"golf-tennis","related",0.567951529987146,0.8
"virus-client","unrelated",0.265075777563037,0.1
"industry-business","related",0.54009213761847,0.843
"sometimes-injection","unrelated",0.239299401518534,0
"expensive-journalist","unrelated",0.170628794999442,0.1
"husband-wife","related",0.653213291676875,1
"protein-bury","unrelated",0.236922615499932,0
"ideal-perfect","related",0.659377296847523,0.875
"trailer-attempt","unrelated",0.387479030853524,0.112
"health-force","unrelated",0.29675592599383,0.2
"parliament-senate","related",0.596105625810143,0.875
"boot-shoe","related",0.380081631713182,0.875
"near-champagne","unrelated",0.177297683495708,0.025
"exceptional-explode","unrelated",0.315332064110765,0.1
"landing-garbage","unrelated",0.224149699526935,0.1
"illegal-young","unrelated",0.267326897061763,0
"okay-often","unrelated",0.325051313008329,0
"chip-ride","unrelated",0.259081287026175,0.156
"place-morphine","unrelated",0.22401747028027,0.045
"birth-pregnancy","related",0.488074025666757,0.907
"jungle-forest","related",0.484659062350012,0.877
"banana-strawberry","related",0.400730056857412,0.85
"private-privacy","related",0.635357400470251,0.875
"model-prototype","related",0.595200787551053,0.75
"west-east","related",0.577601531423364,0.712
"burst-mystery","unrelated",0.27010684941634,0.125
"floor-carpet","related",0.54227162589334,0.789
"necessary-bag","unrelated",0.25342223459545,0.112
"view-perspective","related",0.504416460138208,0.8
"mile-ransom","unrelated",0.238508464377434,0
"banking-financial","related",0.545607945292257,0.85
"explanation-plausible","related",0.331815624129916,0.175
"shot-shoot","related",0.720187277113114,0.8
"try-castle","unrelated",0.28102634718387,0
"total-waitress","unrelated",0.187233203962236,0.112
"forbidden-prohibit","related",0.596014228620407,0.8
"suck-lick","related",0.508028061441368,0.756
"point-indicate","related",0.410064405860891,0.25
"admit-mission","unrelated",0.248612351604791,0.1
"quiet-flour","unrelated",0.13115307129951,0
"top-woman","unrelated",0.289350299029423,0.029
"risk-wet","unrelated",0.260082596887241,0.112
"rifle-gun","related",0.540124578879616,0.9
"always-constantly","related",0.61644359715854,0.9
"leave-abandon","related",0.506162631442671,0.8
"radius-expect","unrelated",0.224852317976058,0
"male-female","related",0.800457922927788,0.8
"album-meter","unrelated",0.358354971114675,0.112
"caesar-pilot","unrelated",0.241110111359687,0.1
"whiskey-vodka","related",0.597658322349002,0.85
"beach-mechanical","unrelated",0.231122941575858,0.112
"century-contrary","unrelated",0.17886071664384,0.1
"flee-long","unrelated",0.216872767594926,0
"shadow-dark","related",0.570511161594962,0.762
"envelope-package","related",0.408463790654761,0.75
"helmet-fruit","unrelated",0.229621323696686,0
"purpose-intention","related",0.495683183300175,0.854
"hospitality-need","unrelated",0.280263565421917,0.254
"protein-vitamin","related",0.424130804026539,0.75
"privilege-storm","unrelated",0.229166429223244,0
"soldier-warrior","related",0.576451623625227,0.85
"coach-sufficient","unrelated",0.213248773224109,0
"count-calculate","related",0.543628719090476,0.727
"check-bottom","unrelated",0.381435412293061,0.112
"basketball-football","related",0.524150028600028,0.845
"pocket-wallet","related",0.408017119335288,0.8
"shop-mathematics","unrelated",0.158399834425067,0.112
"air-family","unrelated",0.253459544537941,0
"candidate-pleasant","unrelated",0.292885662210613,0
"myth-exhibition","unrelated",0.276991358021362,0.133
"firm-agency","related",0.464195015664096,0.678
"horn-flame","unrelated",0.300160360328549,0.114
"angel-devil","related",0.602933318067105,0.8
"experience-knowledge","related",0.544413682692976,0.8
"journalism-bed","unrelated",0.106430514007005,0.05
"noble-left","unrelated",0.215237296343917,0.1
"senior-junior","related",0.637104172276633,0.75
"base-headquarters","related",0.382373863955968,0.215
"irony-ironic","related",0.900426134075498,0.8
"supernatural-lecture","unrelated",0.220960056311284,0.1
"september-october","related",0.643777873640735,0.9
"champion-fighter","related",0.385116950275298,0.812
"terrible-horrible","related",0.849541039529439,0.9
"admit-confess","related",0.671377334833535,0.829
"skin-tissue","related",0.404326417017752,0.754
"swallow-chew","related",0.627242306013897,0.225
"file-document","related",0.616312142246031,0.85
"comment-brother","unrelated",0.230989619753626,0.123
"man-primary","unrelated",0.258202830274502,0.1
"porn-movie","related",0.45211387318136,0.742
"pleasure-local","unrelated",0.188416968314712,0.213
"penalty-imprisonment","related",0.484303319235788,0.742
"washington-biological","unrelated",0.10954406776562,0
"pub-strategy","unrelated",0.221979031766798,0.054
"balance-merchant","unrelated",0.29928141972791,0.215
"desire-wish","related",0.458715803398365,0.867
"youth-childhood","related",0.491576446258601,0.85
"obstacle-challenge","related",0.502971505748991,0.75
"cement-plastic","related",0.338944821948357,0.3
"basketball-ceremony","unrelated",0.211898829073547,0.112
"imperial-emperor","related",0.597215174365677,0.8
"glasses-cap","related",0.321097654111953,0.154
"uncomfortable-boy","unrelated",0.247501313444217,0
"relative-pain","unrelated",0.283802305750244,0.1
"club-bar","related",0.464852272177747,0.756
"carnival-festival","related",0.585374298090206,0.865
"golden-silver","related",0.553645340454721,0.85
"orgasm-cold","unrelated",0.178728999504123,0
"cabinet-continue","unrelated",0.173271252429299,0
"soldier-activity","unrelated",0.180115583500257,0.2
"gambling-poker","related",0.636555743504481,0.85
"mouth-dismissal","unrelated",0.15035470238853,0
"stomach-chest","related",0.474879688715261,0.148
"big-savior","unrelated",0.223681220492521,0.1
"engagement-wedding","related",0.486543229681728,0.8
"arsenal-graduate","unrelated",0.125677858237843,0.112
"law-childhood","unrelated",0.193379605331684,0.235
"piano-cartel","unrelated",0.217221262549213,0.05
"bravo-safety","unrelated",0.203248227327764,0.112
"camera-microphone","related",0.46973067522963,0.785
"useful-lady","unrelated",0.250640418015295,0.112
"dinner-misery","unrelated",0.203767589257814,0.1
"policy-politician","related",0.374419122811081,0.757
"hill-mountain","related",0.434409167352622,0.844
"management-probably","unrelated",0.266374693223472,0
"concern-worry","related",0.682757507364281,0.9
"one-torture","unrelated",0.180586932350273,0.112
"toast-bacon","related",0.377854899650501,0.85
"valve-ventilation","related",0.447501492256857,0.457
"colony-gay","unrelated",0.155829562025366,0.1
"baron-agency","unrelated",0.261697989392007,0.134
"culture-civilization","related",0.510949950485374,0.857
"flag-assassin","unrelated",0.217268929702471,0.045
"swear-sauce","unrelated",0.339220433809215,0
"outside-equip","unrelated",0.383953074994512,0.1
"bring-send","related",0.528882885382707,0.8
"experiment-test","related",0.655768604917038,0.8
"instinct-school","unrelated",0.225337746973575,0.125
"security-safety","related",0.595882463574312,0.856
"enemy-liver","unrelated",0.224435232178754,0
"choose-select","related",0.649926005416661,0.9
"resistance-amazing","unrelated",0.213361701915556,0
"innocent-guilty","related",0.546354436159152,0.876
"yoga-massage","related",0.385352488655248,0.742
"evolution-mutation","related",0.474149727187886,0.875
"plant-agreement","unrelated",0.187518834948301,0
"mail-music","unrelated",0.351930216242352,0.112
"majesty-highness","related",0.560847580881642,0.8
"thief-devotion","unrelated",0.178892686016887,0.102
"mafia-cartel","related",0.349609572281452,0.812
"pyramid-structure","related",0.351335276011145,0.754
"detonator-creepy","unrelated",0.149836240980518,0
"scratch-opponent","unrelated",0.282401376359872,0.112
"recover-legend","unrelated",0.262595354681565,0.112
"describe-express","related",0.467515642318628,0.6
"hospital-development","unrelated",0.24244429647292,0.212
"plague-epidemic","related",0.612213126327736,0.901
"aids-restaurant","unrelated",0.18100522370003,0.05
"minimum-politician","unrelated",0.134705736456456,0.062
"value-price","related",0.570267859087898,0.8
"midnight-noon","related",0.495739054794695,0.657
"choose-evaluation","unrelated",0.401334125746855,0.223
"telegram-letter","related",0.472596483806292,0.75
"stay-photo","unrelated",0.242476939280333,0.112
"key-lock","related",0.508705991012833,1
"empty-tennis","unrelated",0.178423486560848,0
"tired-effective","unrelated",0.318705184614753,0.1
"law-constitution","related",0.486475968450811,0.85
"chaos-confusion","related",0.554782915057749,0.825
"rock-poem","unrelated",0.238570944620293,0.112
"student-teacher","related",0.561453237227571,0.8
"ring-arrogance","unrelated",0.241841312935258,0
"pirate-protocol","unrelated",0.265230286150089,0.1
"trick-joke","related",0.499087384061737,0.754
"resistance-resist","related",0.664721106754195,0.5
"genius-scientist","related",0.403548733727292,0.786
"helmet-hat","related",0.389934252644559,0.712
"opposite-delicious","unrelated",0.217106052657716,0
"unreasonable-alibi","unrelated",0.241533688084441,0.137
"say-tell","related",0.679224971392412,0.8
"girl-boy","related",0.694714830299782,0.9
"hand-arm","related",0.510573697874854,0.9
"playboy-zone","unrelated",0.276481889437844,0.102
"capital-romantic","unrelated",0.255951710467448,0.112
"process-procedure","related",0.681186491435376,0.821
"move-transfer","related",0.549006081659579,0.643
"special-confidence","unrelated",0.260589305870557,0.245
"gain-flight","unrelated",0.35072942744555,0.112
"short-long","related",0.540050160920467,0.3
"banana-rage","unrelated",0.194994507834671,0
"dose-injection","related",0.503871751381392,0.738
"general-colonel","related",0.407939304574575,0.563
"load-cargo","related",0.551325247473121,0.8
"analyst-investigator","related",0.535618365527053,0.732
"contact-marketing","unrelated",0.417083901811297,0.612
"snack-prototype","unrelated",0.26056812661879,0.1
"replace-penis","unrelated",0.160426788941972,0
"lie-convent","unrelated",0.276798427933627,0
"soft-winner","unrelated",0.188730759706511,0.058
"antidote-vaccine","related",0.432116292281502,0.75
"darkness-light","related",0.373929180113188,0.112
"mars-great","unrelated",0.312988852307928,0
"point-mercy","unrelated",0.244299498770184,0.1
"compliment-gate","unrelated",0.23215223444403,0.05
"moon-sun","related",0.56379815116725,0.875
"grain-flour","related",0.549279624395575,0.9
"diarrhea-nausea","related",0.410704862522938,0.85
"gang-group","related",0.584729242566325,0.732
"service-maintenance","related",0.4651773085968,0.675
"summer-divine","unrelated",0.203123084180347,0.112
"rocket-wife","unrelated",0.227792630220394,0.05
"privilege-honor","related",0.579399885857664,0.758
"smile-treatment","unrelated",0.292831020403879,0.2
"route-medal","unrelated",0.25522833004745,0.05
"hero-close","unrelated",0.170555404250763,0
"romeo-juliet","related",0.66593217767624,0.9
"budget-phrase","unrelated",0.301721298532967,0.112
"nude-naked","related",0.805979013746751,0.95
"national-copy","unrelated",0.232139491314436,0.1
"nickname-sell","unrelated",0.273906050915345,0
"tumor-cancer","related",0.659456976010477,0.9
"alone-lonely","related",0.624159849826848,0.8
"data-absurd","unrelated",0.216377566127609,0
"author-dollar","unrelated",0.204361039808709,0.112
"mud-vitamin","unrelated",0.228494644704119,0
"form-brave","unrelated",0.234410567807897,0.1
"ticket-hide","unrelated",0.348346829867351,0.112
"secretary-assistant","related",0.446731289409104,0.826
"jealous-sermon","unrelated",0.182576487350581,0
"hello-bye","related",0.540164665114439,0.877
"final-ultimate","related",0.637392260669858,0.834
"ridiculous-absurd","related",0.610367985020035,0.875
"reporter-journalist","related",0.743404695230695,0.9
"tenant-landlord","related",0.493318715708872,0.8
"rock-stone","related",0.453393878775088,0.9
"room-bedroom","related",0.55156505753371,0.867
"bee-ant","related",0.295380380594955,0.845
"daughter-son","related",0.506774631636849,1
"person-individual","related",0.729761898324173,0.9
"brand-generous","unrelated",0.22046979328126,0
"volunteer-voluntarily","related",0.63783757658764,0.3
"astronaut-come","unrelated",0.22671236546139,0
"bible-book","related",0.489740082491397,0.875
"miserable-pathetic","related",0.391201299535381,0.754
"monster-chapel","unrelated",0.14213605250522,0.05
"africa-oxygen","unrelated",0.270198228049927,0.045
"tobacco-king","unrelated",0.191292331960207,0.05
"internal-juice","unrelated",0.25350570590778,0.112
"seller-buyer","related",0.750524517085748,0.9
"safe-accusation","unrelated",0.205318936060151,0.112
"witty-military","unrelated",0.222378525354534,0.105
"hospitality-gratitude","related",0.397922243018337,0.3
"rule-countess","unrelated",0.279713336487767,0.112
"pub-restaurant","related",0.501672689735281,0.786
"layer-surface","related",0.339251363956294,0.678
"cabinet-closet","related",0.517007038716403,0.8
"tank-imprisonment","unrelated",0.178192234274375,0.05
"useless-worthless","related",0.820749184739191,0.8
"county-district","related",0.690451375249715,0.8
"useful-effective","related",0.574949927682972,0.523
"banker-honesty","unrelated",0.249988481349917,0.2
"gesture-around","unrelated",0.44077205230719,0.112
"doubt-suspect","related",0.554279336028658,0.667
"regiment-sit","unrelated",0.245250198227482,0.052
"warm-building","unrelated",0.354192880955519,0.115
"marine-pen","unrelated",0.272538586150479,0
"victory-defeat","related",0.596381241425772,0.9
"second-traditional","unrelated",0.415059989323892,0.15
"conflict-colonel","unrelated",0.254107230723283,0.112
"wrong-correct","related",0.591200031323646,0
"literally-practically","related",0.594645164780364,0.24
"impression-feeling","related",0.45984298014233,0.743
"doll-intelligent","unrelated",0.248624443384323,0
"international-lonely","unrelated",0.256163171207902,0.15
"gallery-exhibition","related",0.489311871802633,0.875
"guard-patrol","related",0.571217128274682,0.765
"dean-professor","related",0.492985715098577,0.834
"dirty-abandon","unrelated",0.301652325592112,0.112
"sandwich-use","unrelated",0.262571709521606,0.1
"ping-bottle","unrelated",0.330571907282739,0.1
"concept-passport","unrelated",0.261474516497968,0.2
"object-subject","related",0.635879138347741,0.7
"section-warrior","unrelated",0.235588942379501,0.1
"industry-alpha","unrelated",0.249069637826888,0.125
"flag-symbol","related",0.499389988345002,0.825
"tomorrow-parent","unrelated",0.222810786162302,0.1
"half-quarter","related",0.69408397546624,0.8
"finally-boat","unrelated",0.259156586107659,0
"loser-senate","unrelated",0.209809015583239,0.075
"brain-sign","unrelated",0.270389244885703,0.1
"cable-wire","related",0.574100896614673,0.8
"conservative-liberal","related",0.621176009118478,0.234
"creation-destruction","related",0.412200275071549,0.254
"ufo-sink","unrelated",0.251529917387262,0.05
"profit-writing","unrelated",0.245510472056076,0.2
"trash-normal","unrelated",0.285969672911481,0.112
"preserve-mayor","unrelated",0.268849760099954,0.1
"hold-keep","related",0.709211268592453,0.778
"hero-savior","related",0.483336852231799,0.9
"exciting-interesting","related",0.480233140674001,0.8
"nap-stroll","related",0.229915292193213,0.112
"distance-speed","related",0.527584141230999,0.687
"blood-teenager","unrelated",0.20957799519399,0.106
"november-mixture","unrelated",0.203986456484214,0
"alcohol-happy","unrelated",0.208268413087576,0.112
"help-title","unrelated",0.383888489310106,0.15
"torment-torture","related",0.607126093106669,0.9
"hate-succeed","unrelated",0.222500720397411,0.112
"house-apartment","related",0.50165313742171,0.85
"ticket-passport","related",0.459543228183354,0.32
"cup-coffee","related",0.413670027164125,0.75
"original-promise","unrelated",0.342254948645939,0.112
"universe-whistle","unrelated",0.194825278952731,0
"construction-candle","unrelated",0.24460360896539,0.075
"technical-mechanical","related",0.499261037314178,0.823
"summer-winter","related",0.549156500500387,0.9
"cabin-stone","unrelated",0.207350505050758,0.075
"focus-prohibit","unrelated",0.240600225268918,0
"nothing-limousine","unrelated",0.16007255205131,0
"mars-venus","related",0.397646127185644,0.825
"optimistic-perimeter","unrelated",0.147757965246571,0
"absolutely-completely","related",0.66125873167802,0.872
"accidentally-intentionally","related",0.614181117426721,0.8
"environment-atmosphere","related",0.437919942855186,0.75
"phenomenon-event","related",0.498866429531929,0.8
"tough-hard","related",0.618079567529886,0.8
"green-orange","related",0.494615295726005,0.9
"telescope-microscope","related",0.540126735474777,0.823
"secondary-reward","unrelated",0.297005330497961,0.112
"crack-hole","related",0.336291713401095,0.6
"fox-rabbit","related",0.448351641358631,0.818
"carbon-shelter","unrelated",0.204809116268202,0.1
"change-improvement","related",0.435789419410184,0.738
"magnetic-electric","related",0.46498744523038,0.8
"land-fly","related",0.16395303517364,0.1
"treasure-navy","unrelated",0.289423450541851,0.15
"situation-crisis","related",0.485818230672959,0.753
"hormone-communist","unrelated",0.216142643024701,0.045
"show-performance","related",0.518911831993899,0.735
"diarrhea-reputation","unrelated",0.175526108945798,0.045
"colleague-friend","related",0.460761222519599,0.654
"sister-brother","related",0.75200848594336,1
"true-address","unrelated",0.251063797058531,0.2
"sherlock-watson","related",0.518817741407346,0.9
"try-attempt","related",0.705256339767683,1
"unfortunate-misfortune","related",0.710064082975066,0.857
"forgive-demonstration","unrelated",0.201716821728424,0.112
"sister-championship","unrelated",0.256542139657705,0.1
"presence-absence","related",0.462665183852078,0.75
"plague-sleep","unrelated",0.239497497500047,0.1
"fashionable-recording","unrelated",0.142729955372107,0.112
"death-disappearance","related",0.410568144266973,0.634
"daddy-mum","related",0.491122568892144,0.8
"permission-cynical","unrelated",0.200548143163688,0
"therapy-salary","unrelated",0.261932556005201,0.15
"wonderful-airport","unrelated",0.205592553842629,0.1
"calendar-prince","unrelated",0.206174403254685,0.123
"job-muscle","unrelated",0.327522391791776,0.1
"anchor-sail","related",0.329977452220706,0.675
"direct-directly","related",0.707007278411895,0
"crowd-audience","related",0.624303840570236,0.8
"mistress-lover","related",0.387430458226283,0.8
"cloud-fog","related",0.478460850261648,0.87
"status-position","related",0.391096512596593,0.675
"base-electric","unrelated",0.2155291536017,0.2
"evidence-proof","related",0.50735213787089,0.889
"celebrity-atlantic","unrelated",0.167635776221512,0.05
"helpless-match","unrelated",0.203631415077479,0
"glorious-correct","unrelated",0.267009625781407,0.112
"diploma-graduate","related",0.471961852062209,0.75
"commission-empire","unrelated",0.248633913234056,0.245
"bone-about","unrelated",0.287111909536235,0
"relationship-friendship","related",0.535737886166656,0.872
"wind-generally","unrelated",0.254862477382749,0
"stubborn-rome","unrelated",0.251797638414027,0
"factor-element","related",0.585929656405115,0.75
"artist-painter","related",0.522197196980693,0.9
"advertising-traitor","unrelated",0.139163735823485,0.045
"philosophy-religion","related",0.396738363719764,0.785
"outside-inside","related",0.657014402450251,0.2
"financially-quality","unrelated",0.27325373642736,0.213
"anarchy-closet","unrelated",0.158733489504717,0.045
"contact-connection","related",0.587191363347917,0.873
"dessert-owner","unrelated",0.207166517643166,0.125
"loyal-faithful","related",0.727842179954348,0.9
"courage-probe","unrelated",0.263087178823321,0.115
"needle-syringe","related",0.481605894045476,0.9
"rhythm-predator","unrelated",0.180015791645377,0.1
"tumor-authority","unrelated",0.196332295830076,0.05
"spy-noon","unrelated",0.303355512923193,0
"federal-bait","unrelated",0.181988319501621,0
"hospital-clinic","related",0.652840621546024,0.85
"phase-period","related",0.590481546910045,0.8
"record-exercise","unrelated",0.362204398614647,0.156
"garlic-onion","related",0.549130907175464,0.85
"increase-reduce","related",0.543786357047787,0.8
"sandwich-hamburger","related",0.525569754633083,0.85
"colleague-plausible","unrelated",0.247086978805311,0
"month-week","related",0.695033701978034,0.85
"conversation-discussion","related",0.737499195183475,0.8
"speech-sermon","related",0.472743373778006,0.764
"two-four","related",0.668861621102065,0.167
"trap-people","unrelated",0.294006749760072,0.115
"magnetic-order","unrelated",0.254960994978354,0.11
"hair-beard","related",0.480248141356423,0.8
"hold-appreciate","unrelated",0.329387564485173,0.112
"naval-towel","unrelated",0.218976147526169,0.1
"count-bullet","unrelated",0.421599661174186,0.1
