"pair","type","cosine_similarity","prompt_similarity"
"compass-pregnancy","unrelated",0.155365520032337,0.05
"zombie-recently","unrelated",0.21563643518033,0
"pretty-beautiful","related",0.828722558679014,0.925
"exceptional-remarkable","related",0.760108827085297,0.812
"method-magazine","unrelated",0.288457528471312,0.245
"process-turtle","unrelated",0.268283689687582,0.1
"escort-landlord","unrelated",0.406773203638895,0.132
"fair-map","unrelated",0.24204788108441,0.205
"series-episode","related",0.553567117250896,0.879
"fragment-angry","unrelated",0.229411889647537,0.1
"sheriff-planning","unrelated",0.168994579925071,0.145
"anger-rage","related",0.55511538884063,0.872
"valve-organize","unrelated",0.219985788875964,0.112
"back-minister","unrelated",0.233856385346029,0.2
"nanny-maid","related",0.486481121848022,0.75
"bread-cheese","related",0.436453545951591,0.845
"kilometer-meter","related",0.431294918053631,0.9
"hormone-adrenaline","related",0.443301287075062,0.85
"skin-buyer","unrelated",0.259542705773791,0.105
"flu-disease","related",0.368437203298548,0.85
"bowl-effect","unrelated",0.275632731153892,0.12
"darkness-eat","unrelated",0.220802050618082,0.1
"trust-lover","unrelated",0.46624725181897,0.654
"stadium-break","unrelated",0.225031550668615,0.25
"what-that","related",0.65164462329356,0.5
"tour-concert","related",0.491637495572147,0.765
"terrible-leader","unrelated",0.183049214518217,0.2
"tour-creature","unrelated",0.330983167404334,0.204
"pension-confirm","unrelated",0.272642235017426,0.1
"insert-put","related",0.570721240429652,0.75
"error-mistake","related",0.545919759236362,0.875
"compassionate-draw","unrelated",0.200006790640122,0.12
"strength-force","related",0.53635611027232,0.857
"profile-description","related",0.608164377411862,0.758
"art-literature","related",0.378454408172949,0.874
"sum-highway","unrelated",0.230919899422011,0.045
"volunteer-sport","unrelated",0.276392111064853,0.467
"moon-system","unrelated",0.257209758893153,0.243
"help-assist","related",0.640839729590242,0.921
"sweet-income","unrelated",0.324494944919961,0.1
"grave-cemetery","related",0.495671053772044,0.912
"rusty-dusty","related",0.575446966673822,0.432
"round-around","related",0.73080501134957,0.21
"calendar-schedule","related",0.691967315460705,0.872
"hill-reactor","unrelated",0.213433127812956,0.1
"dog-closure","unrelated",0.235274877199449,0.045
"silk-cotton","related",0.531991191460958,0.865
"shadow-study","unrelated",0.293161031768768,0.212
"operate-street","unrelated",0.267226044351138,0.21
"choice-option","related",0.788927062637507,0.867
"freely-free","related",0.579809358094896,0.678
"jeep-knowledge","unrelated",0.248100627618251,0.12
"inspector-gun","unrelated",0.266263602720487,0.213
"food-meal","related",0.500255472811491,0.859
"resignation-dismissal","related",0.496326166707411,0.8
"killer-murderer","related",0.507438324112697,0.95
"practice-wish","unrelated",0.315976908473849,0.245
"society-community","related",0.43595656694214,0.872
"search-find","related",0.730086900781318,0.83
"ping-ding","related",0.593087337116848,0.2
"focus-concentrate","related",0.505706411088097,0.754
"gambling-december","unrelated",0.243983629992945,0.121
"shield-unfair","unrelated",0.270049924185452,0.12
"occasionally-rarely","related",0.687166707083111,0.754
"today-practically","unrelated",0.348896147307956,0.045
"autopsy-analysis","related",0.422052673373362,0.65
"code-shoot","unrelated",0.319025599800339,0.15
"platform-irresponsible","unrelated",0.179400790654588,0
"natural-artificial","related",0.482038600302677,0.815
"monster-creature","related",0.660544703670226,0.842
"attention-autumn","unrelated",0.228753328645675,0.118
"occur-happen","related",0.717233844308825,0.853
"invasion-frighten","unrelated",0.245350463516119,0.245
"sexual-physical","related",0.431230479526324,0.657
"rusty-upper","unrelated",0.249859031220487,0.112
"sin-crime","related",0.322151742874021,0.865
"collect-gather","related",0.853197465617905,0.897
"youth-artery","unrelated",0.236926803024396,0.05
"terminal-give","unrelated",0.310389507252593,0.12
"evil-cruelty","related",0.405207949032482,0.834
"body-corpse","related",0.50662848315591,0.758
"fresh-save","unrelated",0.366108515753374,0.217
"porn-friend","unrelated",0.336411525746578,0.143
"box-bag","related",0.510281967342546,0.786
"south-north","related",0.711658558860175,0.847
"sky-heavenly","related",0.360358271599717,0.762
"dvd-video","related",0.407794810281144,0.879
"dose-document","unrelated",0.284208143265245,0.15
"ambulance-helicopter","related",0.463631260738405,0.675
"nude-defeat","unrelated",0.187975166306372,0.045
"instinct-intuition","related",0.665441154233648,0.842
"kidnapper-snow","unrelated",0.164046074479517,0.05
"pound-idiot","unrelated",0.256448857618591,0.102
"alive-centimeter","unrelated",0.134775585885245,0
"factory-morning","unrelated",0.267812463958338,0.123
"ass-butt","related",0.48410501446002,0.874
"portal-voluntarily","unrelated",0.30317253334305,0.1
"naïve-stupid","related",0.384067526577375,0.674
"charity-minute","unrelated",0.176246403757501,0.1
"crew-ship","related",0.462843983241538,0.875
"company-corporation","related",0.655356492595275,0.927
"baron-countess","related",0.470690520641468,0.827
"risky-urine","unrelated",0.249657411043307,0.12
"symptom-village","unrelated",0.229103116204833,0.045
"rodeo-improvement","unrelated",0.1813215444515,0.125
"policy-hamburger","unrelated",0.161661341673526,0.095
"curse-cargo","unrelated",0.294903104883219,0.054
"minimum-maximum","related",0.609964716968257,0.85
"support-assistance","related",0.555733999754302,0.875
"stamp-signature","related",0.615027719271348,0.752
"liquid-fluid","related",0.765279637895496,0.917
"reception-cute","unrelated",0.231802398384841,0.103
"cow-literature","unrelated",0.148035474762565,0.05
"analyst-activate","unrelated",0.290817465675104,0.205
"piano-guitar","related",0.595473096059381,0.845
"tool-instrument","related",0.674292621191302,0.874
"second-minute","related",0.623773526229602,0.896
"word-vision","unrelated",0.439241292797056,0.422
"locked-artillery","unrelated",0.209007914301171,0.115
"already-tomato","unrelated",0.218272548277193,0
"lamp-vote","unrelated",0.245674314477785,0.1
"june-july","related",0.744461424927182,0.85
"charm-beauty","related",0.502539220225149,0.752
"tough-nausea","unrelated",0.226967612242562,0.115
"trick-indicate","unrelated",0.314107394606401,0.1
"confirmation-confirm","related",0.864877889679267,0.75
"current-hallucination","unrelated",0.175369337779399,0.12
"stomach-poker","unrelated",0.270734364494275,0.045
"rain-snow","related",0.538102349757375,0.851
"fire-flame","related",0.595593776649943,0.927
"queen-king","related",0.590601528881116,1
"divorce-marriage","related",0.620363985175437,0.892
"diamond-strange","unrelated",0.225921447337226,0.054
"witness-disappointment","unrelated",0.209273866804107,0.221
"silent-silence","related",0.67005570173188,0.857
"management-administrative","related",0.504865537387955,0.823
"hand-joke","unrelated",0.304906061125299,0.102
"fire-understand","unrelated",0.15415807552951,0.125
"plan-friendly","unrelated",0.208989767790269,0.154
"conspiracy-bad","unrelated",0.234435759607368,0.25
"plan-strategy","related",0.697095780812326,0.875
"area-child","unrelated",0.278764366948453,0.25
"conference-attacker","unrelated",0.197696941943364,0.15
"drive-shoe","unrelated",0.315079763938914,0.12
"gossip-scandal","related",0.589125765099403,0.732
"injustice-smell","unrelated",0.189189246870579,0.1
"internet-web","related",0.721837976009116,0.9
"end-finish","related",0.750550847725009,0.875
"old-young","related",0.56663342684528,0.85
"theft-robbery","related",0.700055655009594,0.85
"dry-unable","unrelated",0.270322037338675,0.1
"cavalry-artillery","related",0.437937155067665,0.753
"pleasure-joy","related",0.560950284658521,0.892
"train-bus","related",0.45760943670792,0.735
"majesty-thumb","unrelated",0.254790396637583,0.012
"hire-finish","unrelated",0.295681782343225,0.205
"supernatural-paranormal","related",0.716133173207355,0.85
"boys-monitor","unrelated",0.231244272292269,0.245
"run-festival","unrelated",0.286397457412288,0.342
"empty-full","related",0.542904554538116,0.85
"radar-satellite","related",0.481634534266076,0.762
"bribe-blackmail","related",0.585380862421348,0.865
"route-path","related",0.635224293482418,0.876
"palace-video","unrelated",0.194002770069829,0.112
"caliber-motel","unrelated",0.153408438462962,0.05
"sergeant-obviously","unrelated",0.207580336866377,0.045
"general-maximum","unrelated",0.332159407108951,0.365
"gossip-prisoner","unrelated",0.277730902370067,0.145
"class-radiation","unrelated",0.232950626189607,0.1
"orphanage-convent","related",0.440863185214646,0.276
"bribe-girls","unrelated",0.173737235324124,0.045
"governor-senator","related",0.524370149845939,0.785
"modern-traditional","related",0.519094342298829,0.612
"similar-son","unrelated",0.40687141076966,0.245
"cloud-money","unrelated",0.280231449331492,0.155
"waiter-waitress","related",0.887357158714569,0.9
"night-evening","related",0.595887898652134,0.857
"choice-write","unrelated",0.395821319190714,0.245
"insult-inside","unrelated",0.284405562712011,0.114
"camera-build","unrelated",0.262466328426134,0.115
"voice-accent","related",0.459564250691627,0.742
"desire-holiday","unrelated",0.202973958764443,0.312
"stress-depression","related",0.441033528529205,0.85
"loyalty-newspaper","unrelated",0.182410503331702,0.15
"glorious-glory","related",0.729224441184231,0.875
"ninja-samurai","related",0.577492424598312,0.872
"career-reputation","related",0.358968023055535,0.634
"chip-device","related",0.421154011612079,0.752
"reason-cause","related",0.679000075504242,0.873
"warning-message","related",0.491840833025276,0.742
"crown-weekly","unrelated",0.186404108670994,0.125
"dog-cat","related",0.602590062721771,0.873
"maybe-powerless","unrelated",0.172510638015185,0.115
"worm-wedding","unrelated",0.271487752363353,0.045
"research-murderer","unrelated",0.164348537108292,0.097
"roman-greek","related",0.388907016886034,0.842
"here-ding","unrelated",0.331193295834337,0
"window-door","related",0.513867068061782,0.89
"valuable-important","related",0.482257848371573,0.762
"wound-tragic","unrelated",0.322697405138252,0.223
"load-solar","unrelated",0.236652810244141,0.22
"firm-hose","unrelated",0.28506104910866,0.115
"rocket-missile","related",0.463615117378987,0.875
"out-about","related",0.61437439295613,0.25
"nest-egg","related",0.487359956353115,0.889
"aspirin-morphine","related",0.378288947675962,0.762
"responsibility-syndrome","unrelated",0.19757962217687,0.245
"majority-camping","unrelated",0.118309131031651,0.045
"construction-build","related",0.721873514995822,0.842
"opinion-attitude","related",0.487055800354077,0.748
"rain-federation","unrelated",0.201883990492801,0.067
"stick-meet","unrelated",0.297106803207753,0.175
"golf-tennis","related",0.567951529987146,0.832
"virus-client","unrelated",0.265075777563037,0.125
"industry-business","related",0.540241755147145,0.872
"sometimes-injection","unrelated",0.239265499084121,0.054
"expensive-journalist","unrelated",0.170637803032222,0.205
"husband-wife","related",0.653213291676875,1
"protein-bury","unrelated",0.23685159528924,0.1
"ideal-perfect","related",0.659377296847523,0.85
"trailer-attempt","unrelated",0.387445764612018,0.133
"health-force","unrelated",0.29675592599383,0.245
"parliament-senate","related",0.596105625810143,0.85
"boot-shoe","related",0.380081631713182,0.872
"near-champagne","unrelated",0.177304475061598,0.042
"exceptional-explode","unrelated",0.315342678464346,0.1
"landing-garbage","unrelated",0.22410264233111,0.05
"illegal-young","unrelated",0.267326897061763,0.112
"okay-often","unrelated",0.325051313008329,0.1
"chip-ride","unrelated",0.259125113425731,0.112
"place-morphine","unrelated",0.217973094216542,0.142
"birth-pregnancy","related",0.488030232272475,0.875
"jungle-forest","related",0.484710150554558,0.873
"banana-strawberry","related",0.400730056857412,0.847
"private-privacy","related",0.635395983942342,0.872
"model-prototype","related",0.595172839677212,0.725
"west-east","related",0.577507922401555,0.842
"burst-mystery","unrelated",0.270158231014508,0.2
"floor-carpet","related",0.54227162589334,0.85
"necessary-bag","unrelated",0.253443625410691,0.227
"view-perspective","related",0.504508268073002,0.845
"mile-ransom","unrelated",0.238508464377434,0.1
"banking-financial","related",0.545607945292257,0.854
"explanation-plausible","related",0.331817936787049,0.234
"shot-shoot","related",0.720351699152458,0.72
"try-castle","unrelated",0.280954179058407,0.1
"total-waitress","unrelated",0.187233203962236,0.245
"forbidden-prohibit","related",0.596008150683641,0.823
"suck-lick","related",0.508046880246498,0.872
"point-indicate","related",0.410064405860891,0.245
"admit-mission","unrelated",0.248580682451564,0.25
"quiet-flour","unrelated",0.13115307129951,0.1
"top-woman","unrelated",0.289440475020016,0.345
"risk-wet","unrelated",0.26005079106886,0.15
"rifle-gun","related",0.540124578879616,0.9
"always-constantly","related",0.61644359715854,0.85
"leave-abandon","related",0.513012418204811,0.824
"radius-expect","unrelated",0.224955897985475,0.1
"male-female","related",0.800432429238614,0.91
"album-meter","unrelated",0.358354971114675,0.12
"caesar-pilot","unrelated",0.241102561891348,0.045
"whiskey-vodka","related",0.597691913717385,0.856
"beach-mechanical","unrelated",0.231189737648498,0.105
"century-contrary","unrelated",0.178915223919796,0.105
"flee-long","unrelated",0.216867541116231,0.1
"shadow-dark","related",0.570514051313001,0.762
"envelope-package","related",0.408549182565745,0.752
"helmet-fruit","unrelated",0.229623132241293,0.05
"purpose-intention","related",0.495707926470166,0.872
"hospitality-need","unrelated",0.280263565421917,0.375
"protein-vitamin","related",0.424130804026539,0.742
"privilege-storm","unrelated",0.22918217528753,0.085
"soldier-warrior","related",0.576486631551858,0.884
"coach-sufficient","unrelated",0.213248773224109,0.125
"count-calculate","related",0.543628719090476,0.743
"check-bottom","unrelated",0.381435412293061,0.12
"basketball-football","related",0.524109658365696,0.789
"pocket-wallet","related",0.408017119335288,0.874
"shop-mathematics","unrelated",0.158369999574433,0.1
"air-family","unrelated",0.253418099206901,0.204
"candidate-pleasant","unrelated",0.292920716199913,0.145
"myth-exhibition","unrelated",0.276974736439992,0.207
"firm-agency","related",0.464250478214746,0.642
"horn-flame","unrelated",0.300149701844491,0.12
"angel-devil","related",0.602984743312982,0.762
"experience-knowledge","related",0.544325057286541,0.845
"journalism-bed","unrelated",0.106430514007005,0.05
"noble-left","unrelated",0.215311477765468,0.102
"senior-junior","related",0.637104172276633,0.823
"base-headquarters","related",0.382436199014117,0.284
"irony-ironic","related",0.900426134075498,0.85
"supernatural-lecture","unrelated",0.220882731862034,0.15
"september-october","related",0.643728254923294,0.872
"champion-fighter","related",0.385116950275298,0.842
"terrible-horrible","related",0.849541039529439,0.857
"admit-confess","related",0.671377334833535,0.842
"skin-tissue","related",0.404326417017752,0.762
"swallow-chew","related",0.627242306013897,0.265
"file-document","related",0.616312142246031,0.865
"comment-brother","unrelated",0.231050402741852,0.102
"man-primary","unrelated",0.258106891621496,0.215
"porn-movie","related",0.452123522539375,0.75
"pleasure-local","unrelated",0.188396634573282,0.215
"penalty-imprisonment","related",0.484303319235788,0.783
"washington-biological","unrelated",0.109545586655125,0.12
"pub-strategy","unrelated",0.221979031766798,0.132
"balance-merchant","unrelated",0.29928141972791,0.32
"desire-wish","related",0.458737271423918,0.874
"youth-childhood","related",0.491612787888275,0.9
"obstacle-challenge","related",0.502958713092589,0.765
"cement-plastic","related",0.338944821948357,0.415
"basketball-ceremony","unrelated",0.211840576277682,0.2
"imperial-emperor","related",0.597215174365677,0.812
"glasses-cap","related",0.321097654111953,0.215
"uncomfortable-boy","unrelated",0.247475063454278,0.22
"relative-pain","unrelated",0.283802305750244,0.275
"club-bar","related",0.464663257495991,0.85
"carnival-festival","related",0.585374298090206,0.874
"golden-silver","related",0.5535199428088,0.85
"orgasm-cold","unrelated",0.1787580971919,0.1
"cabinet-continue","unrelated",0.173271252429299,0.083
"soldier-activity","unrelated",0.180078097410268,0.234
"gambling-poker","related",0.636555743504481,0.9
"mouth-dismissal","unrelated",0.150390482075832,0.105
"stomach-chest","related",0.474879688715261,0.245
"big-savior","unrelated",0.223681220492521,0.152
"engagement-wedding","related",0.486543229681728,0.856
"arsenal-graduate","unrelated",0.125677858237843,0.2
"law-childhood","unrelated",0.193379605331684,0.234
"piano-cartel","unrelated",0.217214878014935,0.045
"bravo-safety","unrelated",0.20320455902106,0.15
"camera-microphone","related",0.469681365315792,0.754
"useful-lady","unrelated",0.250640418015295,0.2
"dinner-misery","unrelated",0.203767589257814,0.202
"policy-politician","related",0.374373666763444,0.854
"hill-mountain","related",0.434409167352622,0.85
"management-probably","unrelated",0.266493220971098,0.1
"concern-worry","related",0.682714145249479,0.824
"one-torture","unrelated",0.180566084484339,0.45
"toast-bacon","related",0.377854899650501,0.842
"valve-ventilation","related",0.447456430591446,0.657
"colony-gay","unrelated",0.155829562025366,0.215
"baron-agency","unrelated",0.261735713417232,0.204
"culture-civilization","related",0.510949950485374,0.834
"flag-assassin","unrelated",0.217268929702471,0.2
"swear-sauce","unrelated",0.339149112286489,0.1
"outside-equip","unrelated",0.383988777332162,0.125
"bring-send","related",0.528832420784815,0.742
"experiment-test","related",0.655768604917038,0.852
"instinct-school","unrelated",0.225372247852719,0.245
"security-safety","related",0.595882463574312,0.845
"enemy-liver","unrelated",0.224320844437348,0
"choose-select","related",0.649987275351958,0.859
"resistance-amazing","unrelated",0.213361701915556,0.12
"innocent-guilty","related",0.546323179398557,0.8
"yoga-massage","related",0.385318806772091,0.785
"evolution-mutation","related",0.474149727187886,0.852
"plant-agreement","unrelated",0.187518834948301,0.142
"mail-music","unrelated",0.351850797063749,0.205
"majesty-highness","related",0.560847580881642,0.865
"thief-devotion","unrelated",0.17887992527309,0.045
"mafia-cartel","related",0.349609572281452,0.865
"pyramid-structure","related",0.351212673406435,0.786
"detonator-creepy","unrelated",0.149811934481229,0.1
"scratch-opponent","unrelated",0.28249984419619,0.15
"recover-legend","unrelated",0.262595354681565,0.12
"describe-express","related",0.467582085167621,0.733
"hospital-development","unrelated",0.24244429647292,0.318
"plague-epidemic","related",0.612213126327736,0.921
"aids-restaurant","unrelated",0.18100522370003,0.12
"minimum-politician","unrelated",0.134705736456456,0.21
"value-price","related",0.570321778462669,0.862
"midnight-noon","related",0.495739054794695,0.741
"choose-evaluation","unrelated",0.401393280731279,0.542
"telegram-letter","related",0.4727889746514,0.725
"stay-photo","unrelated",0.242476939280333,0.12
"key-lock","related",0.508705991012833,0.95
"empty-tennis","unrelated",0.178458910514792,0.123
"tired-effective","unrelated",0.318699734952085,0.2
"law-constitution","related",0.486475968450811,0.872
"chaos-confusion","related",0.554792669999158,0.872
"rock-poem","unrelated",0.238614597122719,0.234
"student-teacher","related",0.561453237227571,0.9
"ring-arrogance","unrelated",0.241841312935258,0.045
"pirate-protocol","unrelated",0.265230286150089,0.112
"trick-joke","related",0.499100292223987,0.742
"resistance-resist","related",0.664721106754195,0.7
"genius-scientist","related",0.40355233971548,0.759
"helmet-hat","related",0.389945225501989,0.742
"opposite-delicious","unrelated",0.217106052657716,0.1
"unreasonable-alibi","unrelated",0.241578162088809,0.245
"say-tell","related",0.679224971392412,0.758
"girl-boy","related",0.694765434325428,0.9
"hand-arm","related",0.510573697874854,0.9
"playboy-zone","unrelated",0.276537790665914,0.1
"capital-romantic","unrelated",0.255966929112919,0.051
"process-procedure","related",0.681252194744306,0.843
"move-transfer","related",0.549062799276827,0.75
"special-confidence","unrelated",0.260477638736899,0.465
"gain-flight","unrelated",0.35072942744555,0.215
"short-long","related",0.540050160920467,0.754
"banana-rage","unrelated",0.194994507834671,0.05
"dose-injection","related",0.503854903191449,0.875
"general-colonel","related",0.407939304574575,0.562
"load-cargo","related",0.551283333035736,0.859
"analyst-investigator","related",0.535572692516357,0.782
"contact-marketing","unrelated",0.417083901811297,0.726
"snack-prototype","unrelated",0.260642815159864,0.124
"replace-penis","unrelated",0.160480011492498,0.054
"lie-convent","unrelated",0.276798427933627,0.045
"soft-winner","unrelated",0.18876105259429,0.045
"antidote-vaccine","related",0.432092972596659,0.735
"darkness-light","related",0.373858213073266,0.879
"mars-great","unrelated",0.312988852307928,0.136
"point-mercy","unrelated",0.244249337845927,0.214
"compliment-gate","unrelated",0.232181859190202,0.047
"moon-sun","related",0.563766887160324,0.845
"grain-flour","related",0.549279220057737,0.875
"diarrhea-nausea","related",0.410650886379279,0.875
"gang-group","related",0.584591881733713,0.742
"service-maintenance","related",0.465317764049439,0.725
"summer-divine","unrelated",0.203118184633203,0.15
"rocket-wife","unrelated",0.227899821871394,0.051
"privilege-honor","related",0.579463360581054,0.742
"smile-treatment","unrelated",0.292831020403879,0.215
"route-medal","unrelated",0.25522833004745,0.12
"hero-close","unrelated",0.170555404250763,0.205
"romeo-juliet","related",0.66593217767624,0.95
"budget-phrase","unrelated",0.301842630277815,0.215
"nude-naked","related",0.80600410143621,0.9
"national-copy","unrelated",0.232066838826285,0.205
"nickname-sell","unrelated",0.273889787723595,0.112
"tumor-cancer","related",0.659406266465105,0.9
"alone-lonely","related",0.624159849826848,0.812
"data-absurd","unrelated",0.216377566127609,0.045
"author-dollar","unrelated",0.204361039808709,0.135
"mud-vitamin","unrelated",0.228580232842571,0.075
"form-brave","unrelated",0.234421127991245,0.1
"ticket-hide","unrelated",0.348431767231773,0.1
"secretary-assistant","related",0.446718386546413,0.875
"jealous-sermon","unrelated",0.182556794007717,0.045
"hello-bye","related",0.540164665114439,0.872
"final-ultimate","related",0.637392260669858,0.762
"ridiculous-absurd","related",0.610367985020035,0.875
"reporter-journalist","related",0.743410542754983,0.905
"tenant-landlord","related",0.493458383566042,0.934
"rock-stone","related",0.453388612652367,0.958
"room-bedroom","related",0.551466367553207,0.895
"bee-ant","related",0.295492460017465,0.786
"daughter-son","related",0.506774631636849,1
"person-individual","related",0.729761898324173,0.9
"brand-generous","unrelated",0.22046979328126,0.135
"volunteer-voluntarily","related",0.63783757658764,0.65
"astronaut-come","unrelated",0.22671236546139,0.01
"bible-book","related",0.489740082491397,0.875
"miserable-pathetic","related",0.391179048050562,0.823
"monster-chapel","unrelated",0.142126350383873,0.045
"africa-oxygen","unrelated",0.270198228049927,0.2
"tobacco-king","unrelated",0.191142362720033,0.15
"internal-juice","unrelated",0.253528402134864,0.215
"seller-buyer","related",0.750524517085748,0.873
"safe-accusation","unrelated",0.205453973840507,0.134
"witty-military","unrelated",0.222378525354534,0.112
"hospitality-gratitude","related",0.397922243018337,0.652
"rule-countess","unrelated",0.279713336487767,0.122
"pub-restaurant","related",0.501672689735281,0.874
"layer-surface","related",0.339251363956294,0.754
"cabinet-closet","related",0.517007038716403,0.825
"tank-imprisonment","unrelated",0.178192234274375,0.102
"useless-worthless","related",0.820736692845206,0.845
"county-district","related",0.690451375249715,0.825
"useful-effective","related",0.574976252912521,0.675
"banker-honesty","unrelated",0.249988481349917,0.245
"gesture-around","unrelated",0.440720308478227,0.2
"doubt-suspect","related",0.554280070588923,0.724
"regiment-sit","unrelated",0.245235638855638,0.112
"warm-building","unrelated",0.354192880955519,0.215
"marine-pen","unrelated",0.272538586150479,0.05
"victory-defeat","related",0.596347806565441,0.874
"second-traditional","unrelated",0.414955887453431,0.235
"conflict-colonel","unrelated",0.254107230723283,0.2
"wrong-correct","related",0.591200031323646,0.764
"literally-practically","related",0.594621870191114,0.45
"impression-feeling","related",0.45984298014233,0.742
"doll-intelligent","unrelated",0.24864154345255,0.075
"international-lonely","unrelated",0.256103260747867,0.112
"gallery-exhibition","related",0.489311871802633,0.874
"guard-patrol","related",0.571260566544344,0.785
"dean-professor","related",0.492901217874984,0.87
"dirty-abandon","unrelated",0.301652325592112,0.125
"sandwich-use","unrelated",0.262516789230169,0.125
"ping-bottle","unrelated",0.330483825054915,0.112
"concept-passport","unrelated",0.261477800645479,0.235
"object-subject","related",0.635811040783659,0.789
"section-warrior","unrelated",0.235588942379501,0.045
"industry-alpha","unrelated",0.249069637826888,0.215
"flag-symbol","related",0.499354377976534,0.856
"tomorrow-parent","unrelated",0.222796798756769,0.2
"half-quarter","related",0.69408397546624,0.754
"finally-boat","unrelated",0.259156586107659,0.1
"loser-senate","unrelated",0.209809015583239,0.1
"brain-sign","unrelated",0.270323613240332,0.246
"cable-wire","related",0.574100896614673,0.875
"conservative-liberal","related",0.621117081392113,0.785
"creation-destruction","related",0.412273987347037,0.754
"ufo-sink","unrelated",0.251529917387262,0.045
"profit-writing","unrelated",0.245510472056076,0.267
"trash-normal","unrelated",0.285969672911481,0.1
"preserve-mayor","unrelated",0.268850784802083,0.112
"hold-keep","related",0.709267619634205,0.812
"hero-savior","related",0.483336852231799,0.872
"exciting-interesting","related",0.479980895338761,0.842
"nap-stroll","related",0.229915292193213,0.321
"distance-speed","related",0.527625599454263,0.829
"blood-teenager","unrelated",0.20957799519399,0.235
"november-mixture","unrelated",0.203953486861888,0.1
"alcohol-happy","unrelated",0.208268413087576,0.32
"help-title","unrelated",0.383888489310106,0.212
"torment-torture","related",0.607126093106669,0.905
"hate-succeed","unrelated",0.222575125516649,0.125
"house-apartment","related",0.501803223321445,0.872
"ticket-passport","related",0.459543228183354,0.642
"cup-coffee","related",0.413670027164125,0.859
"original-promise","unrelated",0.342345047915753,0.25
"universe-whistle","unrelated",0.194829508832531,0.01
"construction-candle","unrelated",0.244538576815185,0.105
"technical-mechanical","related",0.499161422351569,0.785
"summer-winter","related",0.549056173799783,0.875
"cabin-stone","unrelated",0.207276073350145,0.237
"focus-prohibit","unrelated",0.240560325295134,0.2
"nothing-limousine","unrelated",0.16007255205131,0.05
"mars-venus","related",0.397646127185644,0.853
"optimistic-perimeter","unrelated",0.147757965246571,0.048
"absolutely-completely","related",0.661317526564383,0.792
"accidentally-intentionally","related",0.614228930981316,0.72
"environment-atmosphere","related",0.437919942855186,0.754
"phenomenon-event","related",0.498866429531929,0.742
"tough-hard","related",0.618079567529886,0.847
"green-orange","related",0.49459124056145,0.734
"telescope-microscope","related",0.541819996132174,0.825
"secondary-reward","unrelated",0.296982135121745,0.32
"crack-hole","related",0.336291713401095,0.742
"fox-rabbit","related",0.44839117088977,0.872
"carbon-shelter","unrelated",0.204875114898306,0.215
"change-improvement","related",0.435789419410184,0.742
"magnetic-electric","related",0.46498744523038,0.842
"land-fly","related",0.16398239804691,0.237
"treasure-navy","unrelated",0.28943406123352,0.235
"situation-crisis","related",0.485846525821082,0.785
"hormone-communist","unrelated",0.216128053181231,0.045
"show-performance","related",0.518907648520893,0.85
"diarrhea-reputation","unrelated",0.175517863300892,0.05
"colleague-friend","related",0.460778213170231,0.677
"sister-brother","related",0.752027974175237,1
"true-address","unrelated",0.251162672426906,0.2
"sherlock-watson","related",0.518817741407346,0.91
"try-attempt","related",0.705077889116861,0.9
"unfortunate-misfortune","related",0.710064082975066,0.865
"forgive-demonstration","unrelated",0.201766830867902,0.11
"sister-championship","unrelated",0.256542139657705,0.102
"presence-absence","related",0.462665183852078,0.874
"plague-sleep","unrelated",0.239458511741721,0.15
"fashionable-recording","unrelated",0.14279658513696,0.214
"death-disappearance","related",0.410715467961938,0.756
"daddy-mum","related",0.491115110030748,0.9
"permission-cynical","unrelated",0.20053356524292,0.05
"therapy-salary","unrelated",0.261961065651922,0.112
"wonderful-airport","unrelated",0.205512707380204,0.12
"calendar-prince","unrelated",0.206165503124402,0.12
"job-muscle","unrelated",0.327512016286068,0.23
"anchor-sail","related",0.329863106734455,0.75
"direct-directly","related",0.706969751053919,0.7
"crowd-audience","related",0.624332912472201,0.845
"mistress-lover","related",0.38739442970239,0.765
"cloud-fog","related",0.47842189729403,0.845
"status-position","related",0.391012173652434,0.724
"base-electric","unrelated",0.215509076849784,0.325
"evidence-proof","related",0.50735213787089,0.834
"celebrity-atlantic","unrelated",0.16770544995136,0.1
"helpless-match","unrelated",0.203631415077479,0.045
"glorious-correct","unrelated",0.266968005913843,0.12
"diploma-graduate","related",0.471961852062209,0.85
"commission-empire","unrelated",0.248603330664275,0.213
"bone-about","unrelated",0.287045797839633,0
"relationship-friendship","related",0.535703382256661,0.87
"wind-generally","unrelated",0.254862477382749,0.1
"stubborn-rome","unrelated",0.251677106276056,0.045
"factor-element","related",0.585932612238766,0.754
"artist-painter","related",0.522197196980693,0.9
"advertising-traitor","unrelated",0.139119926735122,0.05
"philosophy-religion","related",0.396847883935947,0.758
"outside-inside","related",0.657014402450251,0.783
"financially-quality","unrelated",0.27325373642736,0.523
"anarchy-closet","unrelated",0.158683832453804,0.045
"contact-connection","related",0.587206424843966,0.854
"dessert-owner","unrelated",0.20714188708713,0.215
"loyal-faithful","related",0.727801079433939,0.912
"courage-probe","unrelated",0.26305118665702,0.112
"needle-syringe","related",0.481632432806404,0.874
"rhythm-predator","unrelated",0.180015791645377,0.072
"tumor-authority","unrelated",0.196332295830076,0.104
"spy-noon","unrelated",0.302687257660109,0.1
"federal-bait","unrelated",0.181988319501621,0.034
